DeptId,ZipCode,NumberOfStations,ActivePersonnel
22999,04680,1,15
23000,43952,3,36
23001,67951,2,30
23002,99181,5,28
23003,99157,2,22
23004,99137,4,21
23005,99101,5,34
23006,99114,1,8
23007,99167,1,20
23008,95014,1,7
23009,99148,8,73
23010,54481,2,41
23011,06468,2,30
23012,35772,2,20
23013,59870,1,28
23014,62463,1,20
23015,31815,3,25
23016,37023,10,110
23017,55385,1,17
23018,11530,1,45
23019,28618,3,24
23020,39767,1,11
23021,08886,1,27
23022,28352,1,25
23023,24179,2,34
23024,55976,1,35
23025,35151,1,17
23026,24244,1,17
23027,60402,1,46
23028,57375,1,24
23029,74462,1,24
23030,46180,1,15
23031,61084,1,41
23032,07860,1,32
23033,55082,1,30
23034,12170,1,30
23035,74074,4,71
23036,36853,2,25
23037,74960,1,40
23038,40997,1,15
23039,40844,1,33
23040,79083,1,28
23041,94970,2,33
23042,07980,1,40
23043,83552,1,10
23044,13469,1,70
23045,53825,1,23
23046,49285,1,26
23047,53088,1,40
23048,01262,3,20
23049,05772,1,15
23050,54416,1,10
23051,45683,1,15
23052,15483,1,35
23053,78160,1,25
23054,59480,1,21
23055,04783,1,12
23056,57264,1,17
23057,60967,1,25
23058,12050,1,50
23059,43787,1,20
23060,52651,1,20
23061,67669,1,22
23062,08559,1,17
23063,61085,1,30
23064,95202,12,182
23065,65785,1,14
23066,04981,1,28
23067,21864,1,25
23068,14784,1,53
23069,84071,1,12
23070,54658,1,24
23071,03464,1,17
23072,43153,1,14
23073,27042,2,35
23074,27357,1,38
23075,53066,1,32
23076,74436,1,9
23077,26003,1,20
23078,43840,1,20
23079,16669,1,20
23080,08247,1,34
23081,54876,1,4
23082,30086,1,11
23083,60165,1,31
23084,16153,1,38
23085,62987,1,15
23086,04221,1,20
23087,96130,1,4
23088,27048,1,30
23089,79502,1,10
23090,81091,7,46
23091,20109,1,122
23092,28376,1,20
23093,39363,1,20
23094,74871,1,14
23095,26301,1,31
23096,19061,1,14
23097,37643,2,27
23098,37714,1,10
23099,28306,2,96
23100,62567,1,15
23101,11790,2,80
23102,12878,1,25
23103,23882,1,30
23104,06801,1,45
23105,28678,2,48
23106,10980,2,125
23107,22911,1,28
23108,72070,1,13
23109,42134,1,19
23110,99557,1,6
23111,56174,1,21
23112,89440,4,62
23113,50588,1,33
23114,50248,1,25
23115,82842,1,8
23116,65756,1,20
23117,12172,1,50
23118,02072,2,70
23119,53589,1,42
23120,50660,1,18
23121,27582,1,25
23122,65078,3,35
23123,01775,1,46
23124,44224,3,52
23125,05672,1,46
23126,15136,3,90
23127,15563,1,30
23128,03815,3,37
23129,65757,3,24
23130,05072,2,20
23131,35121,2,15
23132,74367,2,13
23133,66086,1,25
23134,17579,1,50
23135,62465,1,10
23136,58573,1,22
23137,54484,4,41
23138,57474,1,19
23139,08084,1,27
23140,06615,4,98
23141,74872,1,19
23142,03590,2,16
23143,13470,1,38
23144,03885,1,47
23145,08248,1,18
23146,80906,1,47
23147,16254,1,50
23148,12302,1,30
23149,80836,1,24
23150,05155,2,13
23151,43961,1,21
23152,47387,1,13
23153,19559,1,30
23155,95375,1,7
23156,72469,1,15
23157,76475,1,18
23158,15642,1,32
23159,60107,3,52
23160,61364,1,16
23161,58483,1,30
23162,75859,1,12
23163,44241,1,44
23164,37857,2,32
23165,17345,2,31
23166,39481,1,30
23167,74569,1,15
23168,49660,2,10
23169,73628,1,11
23170,66869,1,17
23171,04983,1,12
23172,17851,1,15
23173,39191,1,30
23174,44149,4,68
23175,74868,2,12
23176,18360,1,32
23177,54770,1,29
23178,44471,2,25
23179,14145,2,41
23180,68780,1,28
23181,50250,1,23
23182,24171,1,30
23183,24477,1,45
23184,30428,1,13
23185,55783,1,16
23186,15082,1,25
23187,49091,1,22
23188,42459,1,28
23189,57785,1,45
23190,72578,1,10
23191,72160,3,25
23192,12174,1,20
23193,12173,1,45
23194,36567,1,28
23195,54313,2,38
23196,72865,2,19
23197,82941,6,101
23198,61367,1,33
23199,97385,2,42
23200,72470,1,14
23201,37405,1,12
23202,79371,1,23
23203,01776,3,42
23204,21668,1,55
23205,17963,1,14
23206,10901,2,124
23207,06078,4,38
23208,44260,1,31
23209,23434,9,295
23210,64054,1,27
23211,47885,2,48
23212,46163,2,50
23213,62293,1,26
23214,60554,1,24
23215,24375,1,25
23216,28752,1,30
23217,03586,1,22
23218,75455,1,17
23219,49783,2,22
23220,64484,1,10
23221,77478,8,125
23222,80302,3,40
23223,28681,1,25
23224,18706,1,20
23225,17747,1,35
23226,44681,1,22
23227,45459,2,48
23228,16028,1,23
23229,18249,1,30
23230,33042,1,20
23231,94533,2,38
23232,35586,1,32
23233,78595,1,10
23234,42460,1,15
23235,37617,2,30
23236,03445,1,35
23237,47882,2,27
23238,63080,5,40
23239,61951,1,33
23240,04664,2,28
23241,44880,2,18
23242,53178,1,19
23243,37660,1,40
23244,61773,1,19
23245,71970,2,20
23246,73086,1,27
23247,70663,3,65
23248,72768,1,14
23249,75482,2,30
23250,37659,1,15
23251,35148,1,29
23252,35051,1,12
23253,42166,1,24
23254,36580,1,11
23255,27358,3,73
23256,49270,1,23
23257,66541,1,20
23258,43788,1,15
23259,15958,1,25
23260,18603,1,25
23261,15921,1,25
23262,25951,2,22
23263,38654,2,28
23264,42782,1,22
23265,26651,1,23
23266,30401,1,12
23267,27546,2,40
23268,30747,1,20
23269,29483,5,113
23270,71465,3,25
23271,15864,1,30
23272,71465,3,12
23273,60501,1,52
23274,07901,1,44
23275,49203,2,21
23276,12175,1,28
23277,86004,5,59
23278,15084,1,29
23279,17979,1,20
23280,16422,1,25
23281,72677,2,28
23282,74401,1,12
23283,57266,1,28
23284,41102,1,48
23285,12781,1,26
23286,46070,1,35
23287,37382,2,18
23288,67051,1,21
23289,67022,1,5
23290,67051,1,15
23291,67103,1,16
23292,67013,1,17
23293,64681,1,12
23294,98390,1,17
23295,50674,1,30
23296,73077,1,16
23297,48111,2,25
23298,97877,1,6
23299,34785,10,116
23300,31719,22,76
23301,29150,15,189
23302,29150,5,107
23303,85373,3,66
23304,88210,2,21
23305,85248,2,37
23306,53590,2,59
23307,86029,2,12
23308,83353,2,29
23309,18330,1,26
23310,70463,2,32
23311,56289,1,23
23312,17801,6,118
23313,27979,2,35
23314,80022,2,63
23315,82729,1,17
23316,01375,1,15
23317,79372,1,33
23318,48890,1,23
23319,47041,1,30
23320,35548,1,19
23321,28461,2,27
23322,28756,2,34
23323,72560,2,14
23324,84539,1,11
23325,98944,1,34
23326,85607,1,8
23327,83541,1,25
23328,37743,1,18
23329,75182,2,16
23330,79086,1,20
23331,65079,5,21
23332,78643,3,41
23333,74859,1,20
23334,33351,5,146
23335,97707,1,15
23336,28468,2,20
23337,57430,1,20
23338,28422,1,22
23339,43912,1,20
23340,76270,1,20
23341,70584,1,25
23342,80302,1,12
23343,88031,1,14
23344,85625,2,31
23345,88349,1,9
23346,54880,3,40
23347,85173,1,29
23348,51363,1,13
23349,59872,1,17
23350,48198,2,12
23351,49715,1,15
23352,82945,1,9
23353,68978,1,30
23354,59872,1,17
23355,85119,5,94
23356,28443,1,26
23357,08008,1,36
23358,28443,1,30
23359,29575,1,52
23360,77541,1,8
23361,36754,1,10
23362,54174,1,36
23363,85374,7,113
23364,97870,1,5
23365,31563,1,12
23366,58785,1,22
23367,48622,1,15
23368,04684,1,16
23369,23883,1,29
23370,03431,1,22
23371,35952,2,15
23372,96130,3,24
23373,96130,1,37
23374,17370,1,25
23375,21078,5,120
23376,53089,1,58
23377,07461,1,80
23378,15083,1,26
23379,69165,1,30
23380,97479,2,32
23381,95676,2,10
23382,95993,4,41
23383,95685,3,32
23384,01590,3,30
23385,99674,1,15
23386,26601,1,41
23387,03260,1,25
23388,49682,2,20
23389,32060,15,82
23390,97338,3,25
23391,30401,2,36
23392,50477,1,18
23393,01907,1,34
23394,12783,1,30
23395,59911,1,10
23396,27885,1,15
23397,59826,2,33
23398,59826,2,20
23399,28778,2,38
23400,28584,1,38
23401,02777,4,75
23402,62226,2,34
23403,05488,1,33
23404,68445,1,17
23405,56382,1,20
23406,19081,1,55
23407,48473,2,29
23408,17113,1,42
23409,46986,1,18
23410,50590,1,24
23411,35769,1,25
23412,19406,1,40
23413,04040,1,30
23414,19405,1,0
23415,77480,1,30
23416,97386,4,45
23417,77987,1,12
23418,65351,1,25
23419,18656,1,25
23420,37380,1,12
23421,82901,1,11
23422,82901,2,42
23423,73666,1,17
23424,82934,1,4
23425,27253,2,59
23426,27518,1,60
23427,75961,1,14
23428,72471,1,19
23429,78368,1,20
23430,40741,2,21
23431,97480,2,20
23432,15218,1,35
23433,24401,1,25
23434,14051,1,56
23435,60178,2,30
23436,31790,2,17
23437,41512,1,18
23438,45236,2,37
23439,44882,2,36
23440,35149,1,20
23441,32351,1,12
23442,92019,2,21
23443,58486,1,18
23444,21784,1,98
23445,15865,1,35
23446,35150,2,27
23447,28779,1,36
23448,13157,1,44
23449,72120,2,48
23450,35118,1,28
23451,30467,1,18
23452,43560,4,70
23453,35988,1,22
23454,37055,1,6
23455,42082,1,21
23456,11791,3,117
23457,67878,1,15
23458,13202,12,391
23459,84075,1,35
23460,45779,1,31
23461,68446,1,31
23462,02886,1,17
23463,13471,1,50
23464,08088,1,53
23465,27370,2,37
23466,64780,1,10
23467,84072,1,9
23468,61482,1,17
23469,28463,2,31
23470,57063,1,28
23471,51653,1,28
23472,12153,1,12
23473,98402,18,315
23474,10507,1,21
23475,55786,2,17
23476,78390,1,27
23477,74463,1,15
23478,18464,2,23
23479,06380,1,50
23480,12521,2,25
23481,74464,1,26
23482,89448,4,50
23483,79373,1,20
23484,20912,1,30
23485,75487,1,20
23486,30631,2,13
23487,74571,1,16
23488,99676,2,17
23489,30175,1,14
23490,35160,2,26
23491,32311,16,267
23492,81212,4,26
23493,36078,4,31
23494,19803,1,46
23495,44278,2,50
23496,10982,1,50
23497,62688,1,15
23498,71282,2,26
23499,68448,1,16
23500,66935,1,12
23501,73667,1,19
23502,35775,1,20
23503,52339,1,38
23504,74462,1,14
23505,18252,4,60
23506,33321,4,98
23507,49934,1,16
23508,62888,1,17
23509,62988,1,12
23510,68434,1,18
23511,33602,22,703
23512,61283,2,34
23513,03886,4,21
23514,99777,1,11
23515,21787,1,30
23516,97389,1,24
23517,23440,1,30
23518,70422,4,35
23519,74502,6,24
23520,35671,2,18
23521,36587,1,30
23522,12485,2,60
23523,24377,1,22
23524,87525,2,14
23525,22560,3,50
23526,10983,3,76
23527,43988,1,18
23528,58487,1,30
23529,27886,2,26
23530,77327,1,25
23531,78883,2,17
23532,34689,3,40
23533,35217,1,20
23534,30470,1,12
23535,10591,5,230
23536,23441,1,40
23537,82935,1,15
23538,18085,1,18
23539,42558,1,17
23540,30453,22,79
23541,75691,1,18
23542,88267,1,11
23543,02780,6,126
23544,13219,2,35
23545,48763,1,24
23546,42718,1,40
23547,32348,7,33
23548,74467,2,22
23549,48180,3,40
23550,47449,1,18
23551,18517,3,5
23552,41015,1,31
23553,58656,1,17
23554,85939,2,21
23555,62089,1,20
23556,46902,2,39
23557,16160,1,20
23558,54659,1,35
23559,76574,1,22
23560,36301,1,21
23561,28328,1,28
23562,38573,1,16
23563,29687,3,50
23564,21669,1,12
23565,40071,1,38
23566,75468,1,15
23567,62568,1,26
23568,48415,1,25
23569,24651,2,32
23570,31803,7,8
23571,37879,1,15
23572,39169,1,23
23573,57064,1,33
23574,28464,1,24
23575,75860,1,30
23576,29709,1,30
23577,07666,4,91
23578,84773,1,15
23579,25526,2,30
23580,89830,1,23
23581,49286,1,21
23582,74873,2,20
23583,68450,1,28
23584,65760,1,10
23585,29708,2,33
23586,93561,1,18
23587,96080,15,101
23588,76686,1,16
23589,68061,1,38
23590,99033,1,15
23591,49092,1,25
23592,75488,2,20
23593,31055,1,23
23594,19438,1,25
23595,18969,1,34
23596,75119,1,17
23597,47586,2,34
23598,37385,2,23
23599,37774,1,36
23600,81435,4,68
23601,92589,4,68
23602,29571,1,14
23603,71742,1,18
23604,76501,8,114
23605,19560,1,28
23606,04984,1,8
23607,73568,1,18
23608,42141,2,24
23609,33617,2,51
23610,03084,1,24
23611,93465,1,35
23612,01436,2,44
23613,51463,1,30
23614,82442,2,14
23615,89803,2,12
23616,07670,1,35
23617,75974,1,25
23618,99841,1,23
23619,97471,2,26
23620,96058,1,1
23621,37055,2,20
23622,75861,1,25
23623,37178,1,10
23624,31089,1,17
23625,71366,7,33
23626,83870,1,14
23627,20640,1,40
23628,33469,1,21
23629,79852,1,7
23630,74081,2,20
23631,26764,1,20
23632,59701,1,14
23633,45174,1,38
23634,63628,2,30
23635,47807,9,151
23636,70397,3,29
23637,39842,1,18
23638,75160,3,36
23639,59349,1,14
23640,39170,2,35
23641,14067,1,31
23642,70056,4,42
23643,06786,3,85
23644,11776,3,105
23645,53150,4,108
23646,87574,3,20
23647,83422,3,31
23648,83025,1,18
23649,62467,1,28
23650,01876,3,56
23651,74432,2,22
23652,71854,5,57
23653,77590,3,76
23654,75657,1,2
23655,49009,1,20
23656,36016,2,23
23657,73949,1,14
23658,88135,2,25
23659,79087,1,12
23660,73668,1,8
23661,73439,3,25
23662,35503,1,19
23663,73459,1,7
23664,35654,1,23
23665,84337,1,19
23666,38871,1,22
23667,66776,2,16
23668,65791,1,15
23669,65791,1,15
23670,27919,1,34
23671,18252,4,200
23672,27012,2,65
23673,75056,3,60
23674,28762,1,25
23675,06029,1,50
23676,27018,2,43
23677,47516,1,24
23678,81523,1,18
23679,20769,2,81
23680,28530,1,40
23681,28638,1,32
23682,20743,1,30
23683,21085,3,400
23684,22980,1,14
23685,27857,1,26
23686,27043,1,29
23687,20198,1,21
23688,27021,1,30
23689,47879,1,22
23690,19526,1,35
23691,73120,1,21
23692,17501,1,40
23693,18709,1,30
23694,77380,8,138
23695,41240,1,20
23696,62990,1,0
23697,69166,1,25
23698,41260,1,18
23699,36619,4,34
23700,65761,4,11
23701,53091,1,32
23702,13691,1,49
23703,82443,1,25
23704,38401,1,11
23705,05075,2,22
23706,70302,1,250
23707,56701,1,32
23708,10923,3,70
23709,19007,1,78
23710,70123,5,70
23711,12302,1,45
23712,31792,16,118
23713,67753,1,9
23714,97630,2,18
23715,73669,1,19
23716,77320,1,16
23717,48609,3,32
23718,26292,1,0
23719,24248,1,26
23720,61878,1,21
23721,30286,1,22
23722,04861,1,25
23723,06787,1,60
23724,77979,1,8
23725,36783,1,22
23726,27360,4,61
23727,31799,3,43
23728,36089,1,6
23729,59873,2,24
23730,44086,1,24
23731,06277,1,27
23732,18465,1,35
23733,58278,1,25
23734,49854,1,13
23735,24651,1,27
23736,50478,1,18
23737,77481,1,10
23738,17094,1,33
23739,49683,1,14
23740,06082,1,19
23741,30824,2,42
23742,61285,1,24
23743,55733,1,25
23744,50591,1,12
23745,37881,1,20
23746,43076,1,37
23747,38851,1,38
23748,49333,1,34
23749,46725,1,35
23750,19372,1,15
23751,76577,1,36
23752,04986,1,8
23753,99919,1,28
23754,65762,1,12
23755,60476,1,26
23756,80229,6,130
23757,95686,1,19
23758,76687,1,11
23759,10594,1,70
23760,08086,1,44
23761,27530,1,25
23762,54771,1,30
23763,35171,1,18
23764,41766,1,15
23765,76578,1,13
23766,38829,1,15
23767,58763,4,80
23768,08887,2,30
23769,71749,1,18
23770,38683,1,15
23771,59752,1,28
23772,54562,1,21
23773,13693,1,34
23774,49128,1,19
23775,40769,1,24
23776,85736,3,24
23777,49093,1,30
23778,01080,1,32
23779,43812,2,33
23780,17264,1,25
23781,38011,1,12
23782,76483,1,21
23783,13021,1,40
23784,18512,3,75
23785,85239,1,8
23786,47850,2,25
23787,75686,1,10
23788,31404,1,15
23789,51654,1,17
23790,98576,3,10
23791,98512,4,55
23792,98506,3,78
23793,98502,4,23
23794,30286,1,15
23795,68062,1,28
23796,43157,1,36
23797,74340,1,10
23798,74019,1,15
23799,94920,2,39
23800,33905,2,35
23801,53185,2,28
23802,72166,2,21
23803,12883,1,67
23804,16351,1,25
23805,35901,1,16
23806,38901,1,23
23807,82084,1,10
23808,78028,1,25
23809,64868,1,15
23810,52340,1,23
23811,44883,2,37
23812,43519,1,35
23813,31794,11,84
23814,31793,10,123
23815,74437,1,8
23816,54486,1,21
23817,29690,1,28
23818,64735,2,12
23819,77554,1,8
23820,62292,1,0
23821,38843,2,18
23822,54729,1,31
23823,97141,3,38
23824,71670,2,12
23825,97484,2,6
23826,27887,0,23
23827,12486,1,35
23828,61833,2,30
23829,03276,2,31
23830,43963,1,20
23831,65560,2,16
23832,95421,1,24
23833,61533,3,30
23834,65729,1,10
23835,77380,1,53
23836,85901,5,81
23837,79118,1,10
23838,27583,1,37
23839,83801,6,32
23840,80422,10,55
23841,22853,1,20
23842,72680,5,25
23843,62375,1,11
23844,67575,1,23
23845,75975,1,28
23846,36274,1,13
23847,76087,1,20
23848,50863,1,12
23849,73145,3,96
23850,60477,4,97
23851,05773,1,12
23852,71744,1,10
23853,56583,1,18
23854,07724,1,50
23855,13845,1,20
23856,58852,1,50
23857,16946,1,20
23858,58852,1,36
23859,76271,1,14
23860,16353,1,30
23861,45371,1,45
23862,47920,1,36
23863,67485,1,14
23864,52772,1,35
23865,46072,1,18
23866,67485,1,14
23867,65081,1,17
23868,73570,1,13
23869,16684,1,23
23870,38079,1,27
23871,75482,1,6
23872,44887,1,40
23873,02568,1,45
23874,54216,1,34
23875,73460,2,14
23876,61368,2,17
23877,50480,1,21
23878,48623,1,19
23879,32796,4,60
23880,16354,1,8
23881,02878,3,29
23882,12583,1,40
23883,77990,1,20
23884,24141,1,20
23885,28384,1,20
23886,68453,1,16
23887,18466,1,24
23888,18350,1,10
23889,18350,2,30
23890,38874,1,8
23891,55615,1,15
23892,23936,1,26
23893,85634,4,33
23894,27822,1,23
23895,49965,1,14
23896,55765,2,15
23897,99780,1,12
23898,76476,1,30
23899,75932,1,23
23900,52342,1,26
23901,43604,18,575
23902,97391,2,39
23903,62468,1,20
23904,41635,1,10
23905,06084,4,66
23906,01034,1,9
23907,41189,1,20
23908,85353,1,27
23909,71851,1,12
23910,58787,1,15
23911,72041,1,13
23912,58380,1,30
23913,61880,2,31
23914,57475,1,19
23915,42084,1,20
23916,61369,2,30
23917,75489,1,21
23918,74740,1,16
23919,54660,2,36
23920,54487,1,24
23921,77375,2,78
23922,85638,1,25
23923,87031,2,27
23924,14845,1,24
23925,42167,1,18
23926,22660,1,54
23927,35773,3,43
23928,66086,1,23
23929,66086,2,12
23930,82839,1,9
23931,61370,1,28
23932,74653,1,19
23933,89049,1,26
23934,85354,1,21
23935,72762,1,27
23936,85553,4,13
23937,85331,1,14
23938,84074,3,33
23939,75143,1,14
23940,39364,2,63
23941,38381,1,19
23942,89410,1,15
23943,66607,14,240
23944,46571,1,28
23945,49791,1,20
23946,98948,1,32
23947,74467,1,20
23948,28445,1,222
23949,01983,1,25
23950,04086,1,47
23951,19539,1,49
23952,49648,2,13
23953,43964,1,29
23954,66777,1,15
23955,90501,6,144
23956,15779,1,1
23957,06790,2,84
23958,82240,2,35
23959,27565,1,29
23960,78672,2,15
23961,07082,2,20
23962,19443,2,82
23963,61776,1,26
23964,67144,1,12
23965,58071,1,25
23966,17980,1,16
23967,55790,1,15
23968,62942,1,15
23969,15463,1,15
23970,14845,1,33
23971,44287,2,29
23972,57385,1,29
23973,08204,1,46
23974,14086,2,40
23975,24210,1,32
23976,01720,4,43
23977,14013,2,40
23978,54565,2,10
23979,01330,1,19
23980,54873,1,17
23981,01005,2,46
23982,53511,2,41
23983,06037,4,75
23984,87004,2,19
23985,13903,3,49
23986,01504,3,34
23987,73526,1,12
23988,35548,1,24
23989,53045,1,40
23990,11738,2,18
23991,03033,1,30
23992,12122,1,20
23993,54915,1,35
23994,37029,1,21
23995,53049,1,56
23996,98323,1,17
23997,14411,3,50
23998,24319,1,20
23999,13624,2,100
24000,13787,3,20
24001,28034,1,28
24002,33314,5,147
24003,53018,1,37
24004,53115,4,39
24005,07801,1,45
24006,14048,1,38
24007,04630,1,22
24008,29824,1,45
24009,35621,1,22
24010,28041,1,30
24011,06032,5,83
24012,27828,1,38
24013,54935,2,37
24014,99130,1,20
24015,73093,1,16
24016,54928,1,25
24017,01834,2,32
24018,28075,2,53
24019,03049,1,38
24020,28348,1,42
24021,88043,1,18
24022,53036,1,34
24023,32565,1,10
24024,89310,1,12
24025,27949,1,41
24026,54159,1,20
24027,54491,1,16
24028,28479,3,43
24029,12452,2,20
24030,54666,1,20
24031,01760,1,23
24032,53147,1,27
24033,01460,1,32
24034,53148,1,45
24035,25635,1,15
24036,06040,5,79
24037,15090,4,92
24038,02052,1,33
24039,54135,4,40
24040,88046,3,26
24041,30820,1,16
24042,06382,4,135
24043,37818,1,16
24044,28124,1,35
24045,29464,7,128
24046,54149,1,21
24047,54821,2,17
24048,54956,1,28
24049,39462,1,7
24050,03854,1,13
24051,03856,1,24
24052,53964,1,12
24053,14305,1,50
24054,02760,3,62
24055,01532,1,23
24056,54464,1,34
24057,02557,1,47
24058,99158,1,24
24059,28469,1,28
24060,06478,3,122
24061,53182,1,32
24062,54424,1,24
24063,54143,1,24
24064,35581,1,40
24065,27864,1,30
24066,59859,1,10
24067,47633,1,17
24068,53105,2,40
24069,29936,1,16
24070,54449,1,9
24071,99030,1,36
24072,54457,2,40
24073,54843,2,20
24074,54435,1,22
24075,54558,1,19
24076,53179,3,67
24077,01255,2,13
24078,28470,3,23
24079,04076,1,22
24080,02067,1,32
24081,53083,1,35
24082,88061,2,23
24083,28580,1,30
24084,25921,1,36
24085,01550,1,53
24086,54843,2,13
24087,28160,1,26
24088,02180,1,43
24089,01566,1,15
24090,54501,1,50
24091,29482,1,50
24092,29148,1,16
24093,54880,2,25
24094,37873,2,10
24095,04685,1,21
24096,03446,3,32
24097,24651,1,26
24098,54403,1,22
24099,85552,1,28
24100,29847,1,8
24101,54241,1,27
24102,54241,2,24
24103,35462,1,10
24104,04491,1,13
24105,06066,6,150
24106,35593,1,15
24107,28466,1,40
24108,04574,1,20
24109,53937,1,41
24110,53189,1,38
24111,54403,1,19
24112,12190,1,21
24113,12193,2,47
24114,53105,1,32
24115,02382,1,27
24116,99185,1,32
24117,53081,1,17
24118,06098,1,122
24119,04496,1,20
24120,28590,1,51
24121,58788,1,25
24122,30546,6,80
24123,37882,3,30
24124,19734,1,57
24125,54175,1,36
24126,01469,3,52
24127,44826,1,17
24128,43464,1,30
24129,67021,1,13
24130,54701,6,105
24131,07004,2,45
24132,48829,1,20
24133,49849,1,36
24134,07041,2,46
24135,07755,2,60
24136,19609,1,41
24137,54836,2,30
24138,07083,3,122
24139,28560,2,35
24140,27537,1,26
24141,29689,1,45
24142,16360,1,33
24143,36921,1,10
24144,79785,1,8
24145,27298,1,21
24146,72654,1,16
24147,37387,1,24
24148,56175,1,26
24149,37691,1,24
24150,29720,1,13
24151,50675,1,24
24152,46181,1,22
24153,15085,1,13
24154,57657,1,28
24155,34207,1,30
24156,18458,1,30
24157,27332,1,36
24158,16125,1,18
24159,81001,1,25
24160,25839,1,25
24161,28685,1,31
24162,19426,1,35
24163,21673,1,34
24164,72167,1,12
24165,29690,1,29
24166,49684,3,23
24167,94535,4,94
24168,78753,3,30
24169,78645,10,69
24170,78733,1,15
24171,78746,3,34
24172,78660,4,64
24173,78734,6,104
24174,78653,3,31
24175,78748,1,20
24176,78751,1,6
24177,78617,2,29
24178,37881,1,17
24179,13846,1,30
24180,59038,1,20
24181,33706,1,17
24182,15801,1,15
24183,67672,9,63
24184,59918,2,15
24185,88439,1,16
24186,61568,1,22
24187,04653,2,26
24188,84337,1,36
24189,54661,1,35
24190,57065,1,24
24191,48183,2,29
24192,38382,1,25
24193,04605,1,11
24194,30752,1,25
24195,64683,1,18
24196,08618,7,219
24197,45067,1,46
24198,84338,1,22
24199,28585,1,26
24200,42286,1,18
24201,08628,1,10
24202,87577,1,12
24203,18254,1,20
24204,17881,1,30
24205,19053,2,80
24206,51575,1,25
24207,38258,2,20
24208,28462,3,40
24209,97457,1,28
24210,77447,2,52
24211,75686,2,12
24212,47172,3,25
24213,12136,2,40
24214,64434,2,30
24215,37617,1,14
24216,64755,2,12
24217,85532,4,34
24218,48324,1,16
24219,73446,3,13
24220,18069,1,17
24221,54622,1,30
24222,35979,2,20
24223,35979,1,25
24224,44837,1,22
24225,72007,2,26
24226,37315,4,96
24227,39429,5,54
24228,41397,1,24
24229,28560,4,64
24230,36330,1,17
24231,78622,0,25
24232,07840,1,30
24233,62414,1,26
24234,24910,1,26
24235,62367,1,18
24236,65556,3,30
24237,80833,1,18
24238,43143,2,27
24239,35072,1,11
24240,29845,1,7
24241,49895,1,14
24242,35087,1,17
24243,74018,2,22
24244,59635,5,23
24245,60527,4,49
24246,48647,1,15
24247,16948,1,20
24248,26750,1,30
24249,49091,1,21
24250,49880,2,25
24251,48655,3,48
24252,49709,2,22
24253,43015,2,34
24254,62305,1,23
24255,43360,1,18
24256,99743,1,12
24257,05086,2,20
24258,12469,1,25
24259,26059,1,18
24260,35756,1,7
24261,13862,1,24
24262,24577,1,32
24263,28515,1,21
24264,74878,2,11
24265,12177,1,31
24266,42211,1,17
24267,38259,1,10
24268,35057,2,20
24269,56176,1,25
24270,81082,2,16
24271,75163,3,24
24272,96091,1,12
24273,71854,1,13
24274,28625,2,48
24275,30753,1,20
24276,28655,1,21
24277,27574,1,22
24278,65286,1,10
24279,50676,1,24
24280,57376,1,28
24281,18657,1,58
24282,26508,1,20
24283,76262,1,24
24284,84776,1,14
24285,45373,4,80
24286,41712,1,18
24287,16623,1,25
24288,30241,12,78
24289,75789,2,25
24290,14885,1,32
24291,13847,1,40
24292,59874,1,24
24293,75933,2,10
24294,49967,1,12
24295,55709,1,30
24296,49793,1,7
24297,17771,1,30
24298,24378,1,16
24299,28166,3,51
24300,24175,1,54
24301,53120,1,24
24302,27371,1,24
24303,38260,1,30
24304,47588,1,16
24305,36081,3,52
24306,12180,6,119
24307,59935,2,32
24308,83871,1,44
24309,48084,8,192
24310,03465,1,30
24311,45373,3,38
24312,62294,1,35
24313,60404,3,72
24314,52344,1,15
24315,44904,1,33
24316,44021,1,24
24317,43443,1,38
24318,05868,1,30
24319,76579,2,15
24320,29848,1,16
24321,53704,1,54
24322,96161,8,44
24323,89511,15,209
24324,18708,2,25
24325,50592,1,10
24326,56088,1,26
24327,72472,2,20
24328,14886,1,65
24329,18970,1,35
24330,06611,2,60
24331,68980,1,18
24332,44041,1,14
24333,80135,1,12
24334,50257,1,21
24335,02666,1,15
24336,43068,2,44
24337,35173,5,101
24338,87901,2,25
24339,13158,1,35
24340,28782,1,32
24341,28016,2,43
24342,97223,26,375
24343,85646,4,40
24344,72168,1,7
24345,35967,1,12
24346,72473,2,21
24347,08087,1,27
24348,85756,1,20
24349,85712,1,24
24350,85701,22,632
24351,88401,2,18
24352,03816,3,23
24353,98188,4,62
24354,93277,27,192
24355,93274,3,39
24356,57476,1,15
24357,96134,2,21
24358,79088,1,23
24359,72084,2,15
24360,72015,1,16
24361,74454,1,12
24362,71479,1,15
24363,19007,1,30
24364,74127,32,692
24365,98501,2,54
24366,65764,1,10
24367,05077,1,18
24368,38676,1,24
24369,18334,1,36
24370,26444,1,18
24371,15681,1,30
24372,24549,1,27
24373,99680,1,10
24374,95370,14,63
24375,95379,1,20
24376,38804,7,95
24377,74572,2,12
24378,12986,2,48
24379,45783,1,22
24380,24520,1,40
24381,17772,1,32
24382,13473,1,45
24383,28445,2,52
24384,46567,2,48
24385,37385,1,6
24386,36273,2,25
24387,79261,1,21
24388,15089,1,32
24389,74126,1,13
24390,95380,4,45
24391,95380,1,30
24392,47852,1,13
24393,06905,2,67
24394,31714,9,53
24395,97392,1,28
24396,59542,1,20
