GeoID,ZipCode,MeanIncome
860Z200US03038,03038,127879.0
860Z200US03042,03042,137222.0
860Z200US03043,03043,127527.0
860Z200US03044,03044,129738.0
860Z200US03045,03045,134349.0
860Z200US03046,03046,157062.0
860Z200US03047,03047,130111.0
860Z200US03048,03048,102811.0
860Z200US03049,03049,206189.0
860Z200US03051,03051,143573.0
860Z200US03052,03052,171298.0
860Z200US03053,03053,149399.0
860Z200US03054,03054,147017.0
860Z200US03055,03055,119988.0
860Z200US03057,03057,189966.0
860Z200US03060,03060,99993.0
860Z200US03062,03062,136102.0
860Z200US03063,03063,133399.0
860Z200US03064,03064,111814.0
860Z200US03070,03070,174475.0
860Z200US03071,03071,117621.0
860Z200US03076,03076,148129.0
860Z200US03077,03077,106549.0
860Z200US03079,03079,130828.0
860Z200US03082,03082,138210.0
860Z200US03084,03084,130585.0
860Z200US03086,03086,138349.0
860Z200US03087,03087,224990.0
860Z200US03101,03101,101413.0
860Z200US03102,03102,91689.0
860Z200US03103,03103,90844.0
860Z200US03104,03104,110065.0
860Z200US03106,03106,133893.0
860Z200US03109,03109,129840.0
860Z200US03110,03110,202164.0
860Z200US03215,03215,147772.0
860Z200US03216,03216,106240.0
860Z200US03217,03217,69909.0
860Z200US03218,03218,97144.0
860Z200US03220,03220,96736.0
860Z200US03221,03221,141485.0
860Z200US03222,03222,93771.0
860Z200US03223,03223,119593.0
860Z200US03224,03224,154925.0
860Z200US03225,03225,129203.0
860Z200US03226,03226,127819.0
860Z200US03227,03227,199468.0
860Z200US03229,03229,208249.0
860Z200US03230,03230,84185.0
860Z200US03231,03231,121015.0
860Z200US03233,03233,120852.0
860Z200US03234,03234,110782.0
860Z200US03235,03235,83416.0
860Z200US03237,03237,117936.0
860Z200US03238,03238,60681.0
860Z200US03240,03240,91018.0
860Z200US03241,03241,152444.0
860Z200US03242,03242,110650.0
860Z200US03243,03243,85993.0
860Z200US03244,03244,104249.0
860Z200US03245,03245,126450.0
860Z200US03246,03246,94936.0
860Z200US03249,03249,134950.0
860Z200US03251,03251,104376.0
860Z200US03253,03253,117036.0
860Z200US03254,03254,128655.0
860Z200US03255,03255,140144.0
860Z200US03256,03256,100851.0
860Z200US03257,03257,131254.0
860Z200US03258,03258,122612.0
860Z200US03259,03259,114191.0
860Z200US03260,03260,145446.0
860Z200US03261,03261,117018.0
860Z200US03262,03262,125973.0
860Z200US03263,03263,79741.0
860Z200US03264,03264,102746.0
860Z200US03266,03266,92493.0
860Z200US03268,03268,108995.0
860Z200US03269,03269,127161.0
860Z200US03273,03273,172219.0
860Z200US03275,03275,101771.0
860Z200US03276,03276,92330.0
860Z200US03278,03278,136993.0
860Z200US03279,03279,98292.0
860Z200US03280,03280,113027.0
860Z200US03281,03281,133847.0
860Z200US03282,03282,123739.0
